meal_id,meal_type,kcal,title,protein,carbohydrate,fat,fatty_acids_saturated,iron,vitamin_C,calcium,fiber
15839092,lunch,318.15,Couscous & lentils with curry,15.12,56.371,4.974,0.6890000000000001,0.005411,0.0125,0.1217,2.2
15839094,dinner,424.8,Potatoes with tofu & vegetables,16.741,51.131,17.928,6.35,0.005051,0.14056,0.1951,9.669999999999998
15840011,morning_snack,238.1,"Grapes, walnuts",3.84,26.16,13.85,1.554,0.00094,0.0045,0.0353,1.95
15840012,lunch,475.9,"Potatoes, tempeh & vegetables",29.190999999999995,61.29599999999999,14.343,1.2375,0.006705,0.17451,0.2275,9.8
15840013,afternoon_snack,85.3,Fruit & dark chocolate,1.298,11.6,3.78,1.69,0.00085,0.0354,0.022,0.507
15840014,dinner,476.43,Rice & vegetables with cheese,20.564,60.296,18.777,5.8338,0.0022552,0.0165,0.26398,5.956
15853556,breakfast,429.18,"Oatmeal with milk, fruit, seeds & nuts",18.152,53.511,15.07,4.005199999999999,0.003294,0.089,0.39314,6.574999999999999
15853560,dinner,399.63,"Pasta with cheese, sauce & vegetables",17.607000000000003,53.2665,14.348,6.35355,0.0034984,0.019195,0.22791,12.247
15854391,breakfast,388.2,"Oat with yogurt, fruit & nuts",16.495,61.00499999999999,8.785,2.3095000000000003,0.002121,0.0462,0.3705,6.5600000000000005
15854394,afternoon_snack,238.5,"Yogurt, cherries",9.25,16.7,15.4,10.125,0.000365,0.009,0.2,0.0
15854395,dinner,280.33,Couscous with vegetables and sauce,9.885000000000002,45.097,6.962999999999999,5.2118,0.0029547999999999,0.04136,0.07107,6.219
15862890,breakfast,352.5,"Oats with milk, fruit & nuts",14.65,51.42,9.82,3.424,0.001906,0.0121999999999999,0.3301,5.62
15862894,dinner,496.67,Gnocchi with vegetables,23.119,55.03,20.665,9.9398,0.00361,0.01105,0.4733499999999999,5.924
15866703,breakfast,407.7,"Quark, oatmeal, fruit, chocolate & coconut",29.163,50.32,9.234,5.401999999999999,0.002455,0.024515,0.23824,7.08
15866705,lunch,634.63,Pasta with chicken & vegetables,54.14,62.342,16.857,2.043,0.005125,0.01645,0.1156,11.12
15866707,dinner,410.45,Gorgonzola & carrot casserole,12.925,15.51,33.575,13.9015,0.001026,0.00405,0.26165,7.02
15869701,breakfast,286.5,Cottage cheese with fruit,20.42,25.450000000000003,12.286,6.5305,0.0009346,0.01062,0.29706,3.793
15869703,lunch,486.09,Rice with cheese and vegetables,15.58,61.84000000000001,21.309,7.519,0.002262,0.2066,0.2167999999999999,8.82
15869705,dinner,495.0,"Courgette with tofu, cheese & sauce",38.835,14.22,30.76,6.3825,0.00596,0.0233,0.3904999999999999,6.0
15871281,breakfast,312.44,Cottage cheese with fruit & honey,20.902,26.162,14.536,8.5245,0.0013066,0.00912,0.19146,3.843
15871282,morning_snack,107.535,"Bread, cheese & carrots",2.849,15.54,4.21,2.58,0.00067,0.0016,0.0428,3.3
15871283,lunch,513.27,"Courgette with meat & vegetables, dessert",35.567,26.224,28.495,8.888099999999996,0.003139,0.03438,0.43134,8.139999999999999
15871285,dinner,452.4,Croquettes with meat and sauce,33.549,40.158,16.426000000000002,3.472,0.0025399999999999,0.0036999999999999,0.0914,4.33
15872078,breakfast,352.47,"Sandwich, cream cheese, eggs, tomato & fruit",18.873,58.32000000000001,6.258,2.0908,0.0025896,0.02522,0.12548,7.49
15872080,lunch,505.58,"Fish, potatoes & vegetables",30.048,46.702,23.292,12.17,0.00234,0.0283,0.0978,5.2
15872082,dinner,368.2,Pasta with cheese & vegetables,17.97,54.65,10.385,5.866499999999999,0.0039345,0.02165,0.26425,9.01
15904201,breakfast,296.9,"Banana, peanut butter & coffee",11.32,37.33,12.57,3.96,0.000927,0.0117,0.1842,3.14
15904202,morning_snack,113.5,Chickpeas & carrots,5.515,18.59,2.375,0.289,0.00157,0.0034999999999999,0.0639,4.4
15904203,lunch,323.564,Potatoes with vegetables & sauce,13.231000000000002,63.153000000000006,2.8555999999999995,0.96816,0.003054,0.060602,0.151002,9.604
15904204,afternoon_snack,81.0,Dates,0.99,20.4,0.06,0.03,0.00039,0.0,0.0135,0.0
15904205,dinner,422.94,Aubergine with cheese and bread,16.233,34.81699999999999,22.966,12.2145,0.002159,0.0053899999999999,0.3991700000000001,15.43
15905607,breakfast,430.98,Muesli with milk & bread with cheese,19.106,57.150000000000006,15.71,8.0504,0.002495,0.0014,0.39134,7.33
15905609,lunch,298.63,Potatoes with vegetables & fruit dessert,6.068,59.767,5.486000000000001,1.3045999999999998,0.0017309,0.0215,0.04701,12.112
15905611,dinner,504.07,Potatoes with turkey & vegetables,54.49,32.55,17.497,5.013,0.005096,0.0156,0.0908,7.46
15921957,breakfast,364.66,"Pancakes, peaches, honey",8.097999999999999,62.928,10.78,2.937,0.0013549999999999,0.0351999999999999,0.13285,1.1
15921959,lunch,504.59,"Potatoes, meat, vegetables, mixed juice",44.212,50.109,14.584,5.5323,0.00420458,0.1063,0.12666,3.96
15921960,afternoon_snack,308.0,"Yogurt, fruit, honey & chocolate",13.453,50.28,6.529999999999999,4.0,0.00096,0.006515,0.43937,1.2
15925003,breakfast,485.62,Egg sandwich & fruit,25.012,50.74,21.948,8.8345,0.006088,0.03762,0.36212,8.261
15925004,morning_snack,170.856,Yogurt with fruit & seeds,9.08186,28.78192,3.07344,1.114542,0.00059482,0.0169204,0.26987,0.9282
15925005,lunch,501.1,Tuna wrap and sandwich,39.61,61.07,10.95,2.855,0.002923,0.0894,0.1163,8.05
15925006,afternoon_snack,347.16,"Bread, fruit, spread",6.342,54.088,13.26,2.8786,0.0029915999999999,0.004,0.1418,4.304
15925007,dinner,400.1,Pasta with vegetables,15.294,64.532,11.732,1.6872,0.006222,0.06972,0.2181,11.72
15960887,breakfast,566.8,"Yogurt, Muesli, Blueberries, Bread & Spread",21.162000000000003,85.312,18.09,4.889499999999999,0.002987,0.006,0.3579199999999999,7.835000000000001
15960888,morning_snack,249.2,"Cereal bars, Figs",3.58,53.17,4.01,1.155,0.002743,0.0006,0.1453,1.86
15960889,lunch,917.2,"Mexican chicken wrap, Coffee & biscuit",64.30000000000001,76.44999999999999,41.485,10.6965,0.003266,0.0249,0.3583,5.17
15960890,afternoon_snack,234.05,"Rice cakes, Yeast extract, Eggs",18.825,22.635,7.53,1.9548,0.0022684999999999,0.00081,0.05269,0.0
15960891,dinner,645.8,"Salmon, Potatoes, Beetroot, Salad, Bananas",42.42,56.675,28.745,5.386,0.0028945,0.11055,0.09855,4.83
15963836,breakfast,369.2,"Crepe, strawberries, coffee",12.59,57.47,10.04,7.912,0.001091,0.0855,0.2695,7.6
15963837,morning_snack,190.35,"Bananas, almonds",4.62,25.41,8.625,0.753,0.000789,0.0108,0.0431999999999999,1.68
15963838,lunch,632.535,Chili con carne with bread,46.74,56.002,25.542,5.757,0.007762,0.13065,0.16865,7.695
15963839,afternoon_snack,267.922,"Crackers, apples, spices",5.60374,52.04534,5.78224,1.81897,0.0013663199999999,0.0060988,0.071052,5.280600000000001
15963840,dinner,283.37,Rice with lentils & vegetables,15.603,52.149,2.757,0.5115,0.005741,0.02758,0.04742,2.935
15963841,supper,166.9,"Carrots, chickpeas",7.465,29.415,2.81,0.298,0.0011755,0.0018,0.0650999999999999,9.615
15964418,breakfast,322.0,Pudding with fruit,9.93,53.47,9.14,5.614,0.001035,0.0142,0.273,2.75
15964419,morning_snack,140.98,"Bread, Radish, Cheese",12.446,21.44,1.1800000000000002,0.2424,0.001296,0.00735,0.12024,3.08
15964421,afternoon_snack,285.92,"Crispbread, honey, butter",3.636,51.396,8.780000000000001,5.273,0.001136,0.0,0.0186999999999999,8.0
15964422,dinner,458.79,"Rice, lentils & vegetables",23.69,62.95,14.209,1.226,0.009661,0.0054,0.182,1.2
15964423,supper,195.9,"Cheese, walnuts",10.79,0.18,16.900000000000002,8.993,0.00024,0.0,0.2996,0.0
16188536,breakfast,212.36,"Porridge, Syrup, Cinnamon, Apples",8.07,38.46,4.164000000000001,1.7705,0.0013232,0.00732,0.22446,4.313000000000001
16188538,lunch,666.85,"Quiche, Salad & Dessert",26.07,54.52,39.945,23.3225,0.0026754999999999,0.12595,0.4836999999999999,3.975
16188540,dinner,746.32,"Quinoa & Prawn Salad, Mousse",49.23,96.62,20.784,4.636,0.0139587999999999,0.0318,0.30614,10.5
16188542,breakfast,270.96,"Porridge, Cocoa, Berries, Chocolate spread",10.062,35.83,10.762,3.9504,0.002176,0.0586,0.2328,5.880000000000001
16188543,morning_snack,114.29,"Cherries, Fruit juice drink/squash",0.617,29.786,0.04,0.0,8e-05,0.0044,0.02062,0.0
16188544,lunch,552.68,"Turkey Salad Sandwich, Popcorn, Carrots",38.393,55.221,21.433,2.3823000000000003,0.0029282,0.0201,0.11507,10.855
16188545,afternoon_snack,152.75,Cashew nuts,5.125,4.7,12.725,2.525,0.00155,0.0,0.00875,1.075
16188546,dinner,513.45,"Casserole, Cabbage, Potatoes, Dessert",36.59,70.43,10.05,2.766,0.0036565,0.06205,0.21125,6.635
16188550,lunch,541.52982,Chicken breast with rice & salad,34.278,56.32,19.662,3.672,0.0029,0.0192999999999999,0.0757,5.66
16188552,dinner,507.71817,Pumpkin soup & Chicken with rice and broccoli,34.48800000000001,41.05,23.002,4.282,0.00294,0.0315999999999999,0.1263999999999999,7.49
16188553,supper,88.0,Beverages,19.5325,1.5625,0.39,0.19525,0.0002825,0.0,0.11725,0.775
16188933,morning_snack,192.0865,Apple & almonds,4.5600000000000005,17.52,11.8,1.06,0.00104,0.0086,0.0603999999999999,4.92
16188934,lunch,477.84352,Chicken breast with rice & salad,33.028,42.32,19.562,3.672,0.0028,0.0192999999999999,0.0722,5.26
16188936,dinner,507.71817,Pumpkin soup & chicken with rice and broccoli,34.48800000000001,41.05,23.002,4.282,0.00294,0.0315999999999999,0.1263999999999999,7.49
16188937,supper,88.5,Yogurt,15.285,5.4,0.585,0.1755,0.000105,0.0,0.165,0.0
16189005,morning_snack,112.64,Beverages,25.0016,2.0,0.4992,0.24992,0.0003616,0.0,0.15008,0.992
16189006,lunch,534.71909,Cabbage soup & chicken breast with rice & salad,34.828,50.92,21.162,3.872,0.0032,0.0353,0.1022,7.26
16189007,afternoon_snack,271.2368,Yogurt & milk with cereals & orange juice,23.185,40.5,1.635,0.4554999999999999,0.001325,0.041,0.2883,2.79
16189008,dinner,444.03186,Pumpkin soup & chicken with broccoli and carrots,33.23800000000001,27.05,22.902,4.282,0.00284,0.0315999999999999,0.1229,7.09
16189101,afternoon_snack,89.26532,Yogurt & kiwi,6.52,14.13,0.6,0.2075,0.00053,0.0504,0.2133,1.33
16189109,morning_snack,112.64,Beverage,25.0016,2.0,0.4992,0.24992,0.0003616,0.0,0.15008,0.992
16189110,lunch,616.4054,Cabbage soup & chicken breast with rice & salad,36.07999999999999,64.92,23.26,4.16,0.0033,0.0353,0.1057,7.66
16189112,dinner,505.50105,Pumpkin soup & chicken with vegetables and rice,31.97,39.88,24.370000000000005,4.48,0.0020399999999999,0.0154,0.076,5.42
16189113,supper,88.5,Yogurt,15.285,5.4,0.585,0.1755,0.000105,0.0,0.165,0.0
16189176,afternoon_snack,86.03028,White grapes,0.36,20.76,0.6,0.12,0.00144,0.0012,0.012,0.96
16214949,breakfast,260.0,"Cereal, Milk, Strawberries",8.05,51.150000000000006,4.1,1.46,0.00762,0.0945,0.367,6.65
16214950,morning_snack,222.46,"Nuts, Apples",7.699999999999999,14.68,15.178,2.428,0.0009686,0.0056,0.0338,1.12
16214951,lunch,812.96,"Soup, Bread, Bananas, Honey, seeds, Yogurt",31.804,110.342,30.48,10.667,0.0086439999999999,0.00845,0.3746,0.9
16214952,afternoon_snack,254.45,"Grapes, Cheese, Cream crackers",14.469,34.837,7.244,4.0198,0.0006237,0.002,0.14853,2.019
16214953,dinner,1092.85,"Pork Skewers, corn cob, rice&beans, dessert",80.51499999999999,121.89,35.065,8.807,0.0084199999999999,0.0862,0.1575,10.3
16215645,breakfast,537.31,"Brown beans, spinach, eggs, orange juice",40.877,58.41499999999999,17.454,4.47,0.0101382,0.149,0.30985,4.2
16215646,morning_snack,73.1,Apples,0.85,17.0,0.68,0.17,0.000136,0.0085,0.0085,1.7
16215647,lunch,666.6,"Couscous, Turkey, Beans, Courgette, Lemon juice",63.59000000000001,73.49999999999999,15.35,2.89,0.00541,0.0186,0.1227999999999999,3.3
16215648,afternoon_snack,232.9,"Milk, Biscuits",8.66,29.48,9.79,4.273,0.00058,0.004,0.2745,1.14
16215649,dinner,1026.63,Tuna mayonnaise (pasta) & dessert,52.058,113.467,43.629000000000005,11.5675,0.0041933,0.0264,0.2680099999999999,3.715
16224876,breakfast,308.91,"Spinach, ham & mushroom Omelette, Carrot juice",20.812,9.58,21.219,4.201,0.004228,0.0291,0.19571,2.053
16224877,morning_snack,221.79,"Banana, Bread, Cinnamon, Peanut butter",6.271000000000001,36.457,6.872,1.6996,0.0013756,0.01092,0.0882,5.315
16224878,lunch,379.1,"Tuna Greek Salad, Pudding",37.71,27.380000000000003,13.57,8.084999999999999,0.002345,0.0354,0.32165,2.34
16224879,afternoon_snack,155.2,"Smoothie, Cereal bar",2.18,31.07,3.31,1.155,0.000543,0.0006,0.0153,2.8600000000000003
16224880,dinner,901.55,"Squash, Quinoa, Pepper, Lamb, Jelly",81.125,84.755,28.785,11.38,0.013954,0.21135,0.1717,10.52
16224882,breakfast,501.21,"Mushrooms, Broccoli, Eggs, Tomatoes, Bread",29.311,39.697,26.091,10.9738,0.0051931,0.0773799999999999,0.27014,8.078
16224883,morning_snack,150.5,Milk shake,7.095,24.08,3.655,0.0,0.0,0.01505,0.2408,0.0
16224884,lunch,569.25,"Potatoes, baked beans, salad, cheese, sausages",34.33,73.52000000000001,17.385,8.6975,0.004906,0.0983,0.4497,13.295
16224885,afternoon_snack,97.2,Bananas,1.44,24.36,0.12,0.048,0.000324,0.0108,0.0072,1.68
16224886,dinner,982.8,"Chicken Risotto, Dessert",92.71,91.165,32.085,17.552000000000003,0.0051523,0.07835,1.21576,0.375
16225270,breakfast,413.37,"Bread, Eggs, Tomatoes, Pepper",27.252,43.25,15.782,4.295,0.0052093999999999,0.2271,0.23806,7.487999999999999
16225271,morning_snack,200.1,"Smoothies, Bananas",2.49,49.98,0.3299999999999999,0.048,0.000324,0.0108,0.0072,3.78
16225272,lunch,639.6,"Aubergine, Cheese, Sauce, Rice",34.1,62.24,30.22,14.964,0.002369,0.0171,0.7897000000000001,3.29
16225273,afternoon_snack,184.04,"Milk, Jaffa cakes",8.144,27.418,5.609999999999999,3.2658,0.0007186,0.00452,0.25196,0.39
16225274,dinner,609.78,Quorn & Vegetable Noodle Stir Fry,36.276,82.2804,17.28,2.10856,0.0036776,0.016072,0.22504,17.406
16226122,breakfast,389.26,"Omelette, Bread, Rocket, Juice",18.796,34.30499999999999,20.606,4.0485,0.0032421999999999,0.0844,0.18303,2.434
16226123,morning_snack,38.95,"Plums, Fruit juice drink/squash",0.33,9.78,0.055,0.0,0.00022,0.0033,0.00855,0.0
16226124,lunch,660.52,Prawn Mayo Salad sandwich & Banana,40.16459999999999,78.24799999999999,22.9156,3.7681,0.005001,0.0253,0.22927,8.57
16226126,dinner,944.75,Pasta salad with pesto and chicken,74.33,100.11,30.085,5.719,0.0054725,0.03725,0.56535,0.0
16247393,breakfast,539.46,"Egg Tacos, Orange juice",19.161,44.228,32.971000000000004,14.0912,0.0030586,0.0899,0.1308,5.257
16247394,morning_snack,169.25,"Smoothies, Yogurt",7.0,34.15,1.45,0.825,0.0001,0.00125,0.2025,2.0
16247395,lunch,641.6,"Rice, Chicken sauce, Beans, Pineapple",43.84,84.44,16.76,6.582,0.003062,0.0432,0.2034,2.8800000000000003
16247397,dinner,474.35,"Shepherd's pie, Peas, Carrots, Jelly",23.94,59.765,17.529999999999998,6.512,0.003869,0.0226,0.10285,8.32
16248501,breakfast,275.5,"Breakfast cereal, Milk, Grapefruit",7.15,56.5,3.925,1.435,0.006145,0.047,0.15625,1.9
16248502,morning_snack,97.2,Bananas,1.44,24.36,0.12,0.048,0.000324,0.0108,0.0072,1.68
16248503,lunch,442.62,"Soup, Bread rolls, Margarine",13.188,62.024,15.816,5.3294,0.0038228,0.0066,0.16242,0.0
16248504,afternoon_snack,143.0,Beef Jerky,19.5,10.75,2.5,0.85,0.0,0.0,0.0,0.8
16248506,dinner,598.7,"Pork, Rice, Sweetcorn, Carrots, Melon",34.91,79.41499999999999,16.345000000000002,2.8694999999999995,0.003443,0.1282,0.1261499999999999,11.215
16249093,breakfast,339.67,"Spaghetti Hoops, Sausage, Bread, Spinach",28.55705,43.72275,5.7971,0.997305,0.00563065,0.00675,0.22707,0.81
16249094,morning_snack,36.0,Melon,0.6,8.0,0.4,0.0,0.0004,0.01,0.008,0.0
16249095,lunch,360.04,"Beans, Celery, Tuna, Tomatoes, Eggs",45.68600000000001,19.689,9.062,2.215,0.0045925,0.0195,0.1608,13.182
16249096,afternoon_snack,257.96,"Mixed Berries, Yogurt, Honey",8.708,27.973,13.08,8.5095,0.0010605,0.0250499999999999,0.1855,0.9
16249097,dinner,782.44,"Pie, Peas, Broccoli, Cereal bar & Milk",37.66,75.52100000000002,37.042,16.5629,0.0045394,0.08045,0.38443,13.043
16250486,breakfast,403.86,"Mackerel, Broccoli, Bread",26.691000000000003,18.84,25.206000000000003,5.2825,0.0024541999999999,0.036,0.13318,4.263999999999999
16250488,lunch,470.54,"Potato Salad, Beetroot, Turkey",53.58,34.741,13.318,1.8496,0.0027797,0.0997499999999999,0.08345,3.15
16250489,afternoon_snack,97.2,Bananas,1.44,24.36,0.12,0.048,0.000324,0.0108,0.0072,1.68
16250490,dinner,698.95,"Pasta, Bread, Sauce, Beans, Jelly",23.74,120.17,17.14,8.932,0.0031709999999999,0.01315,0.26675,6.3
16251566,breakfast,651.89,"Full English Breakfast, Juice",51.94899999999999,62.85900000000001,23.265,6.867999999999999,0.0086905,0.0805,0.50772,10.425
16251567,morning_snack,394.8,"Cereal bars, Milkshake",12.9,65.7,10.89,6.159,0.000576,0.003,0.4089,1.53
16251568,lunch,519.7,"Macaroni cheese, Salad, Sweetcorn, Banana",21.4,67.09,20.430000000000003,10.050999999999998,0.001955,0.1028999999999999,0.4316,4.43
16251569,afternoon_snack,93.0,"Peas, Carrots, Dips",2.827,8.908999999999999,5.376,1.512,0.0005562,0.0084,0.06401,2.373
16251570,dinner,958.1,"Lamb Chops, Mashed potato, Vegetables",75.24499999999999,76.78,41.12499999999999,21.184,0.006992,0.04285,0.13695,6.16
16251902,breakfast,428.32,"Sausage & ketchup sandwich, Orange juice",27.334000000000003,63.51199999999999,8.944,3.0290000000000004,0.0034564,0.06424,0.31792,7.076
16251903,morning_snack,186.85,"Yogurt, Apples",5.6,39.5,1.805,0.945,0.0002735,0.00975,0.20725,1.7
16251904,lunch,611.52,"Beef, Sweet potato, Broccoli, Grapes",43.164,58.654,24.205,9.918,0.0040977,0.0839,0.13079,4.563
16251905,afternoon_snack,231.91,"Cheese, Cream crackers",14.987,28.091,7.42,3.6582,0.0006895,0.0,0.17479,1.365
16251906,dinner,1202.15,"Toad in the hole, Mash, Vegetables, Dessert",38.74,149.525,53.83999999999999,22.021,0.0048215,0.0511,0.5445500000000001,10.61
16253935,breakfast,480.78,"Bagels, Cheese, Salmon, Watercress",42.656,45.1,15.651999999999996,4.387999999999999,0.0006976,0.0124,0.13976,2.1
16253936,morning_snack,261.2,"Dates, Cereal bars",3.555,57.995000000000005,3.335,1.155,0.000918,0.0181,0.0453,1.86
16253937,lunch,554.4,"Sandwich, crisps, Fruit",25.285,81.96,16.03,2.9605,0.0030094999999999,0.04975,0.20825,4.07
16253939,dinner,771.7,"Pie, Potatoes, Peas, Beans, Yogurt",42.28999999999999,84.285,31.620000000000005,11.205,0.0075114999999999,0.0687,0.3238,11.63
16254185,breakfast,382.336,"Fruit Toast, Butter, Jam, Milk",12.7774,62.86559999999999,8.961599999999999,3.4054,9.5e-05,0.0045,0.2527,2.2592
16254187,lunch,655.67,"Asparagus, Eggs, Bread, Tomatoes, Dessert",38.667,77.78,23.232000000000003,5.9165,0.0063583999999999,0.04545,0.4571849999999999,3.968
16254188,afternoon_snack,194.7,"Crumpets, Mt, Cucumber, Pepper",9.616,38.61,1.2520000000000002,0.095,0.001681,0.039,0.1187,3.56
16254189,dinner,910.6,"Beef Roast & Vegetables, Dessert",55.585,82.14,42.23,20.729,0.006034,0.0570999999999999,0.16245,5.164999999999999
16310224,breakfast,215.47,"Smoothies, Bread, Marmalade",3.877,51.234,0.79,0.0945,0.0005424999999999,0.0008,0.0603999999999999,3.35
16310225,morning_snack,153.14,"Cheese, Crackers",9.742,10.978,8.1,4.6132,0.0003568,0.0,0.2632,0.756
16310226,lunch,481.6,"Beans,Rice,Spinach,Sweetcorn,Chilli,Dessert",26.0775,70.78750000000001,11.435,1.3525,0.005265,0.07055,0.269675,1.6800000000000002
16310227,afternoon_snack,117.5,Popcorn,2.25,14.825,5.875,0.0,0.0,0.0,0.0,2.325
16310228,dinner,559.82,"Quiche & Salad, Yogurt, Apricot, Honey",24.341,50.996,30.225,13.606,0.0023936,0.01655,0.5748,4.022
16310531,breakfast,572.21,"Waffles, Sausages, beans, Eggs,Tomatoes",35.754000000000005,60.025,22.522,9.6915,0.0053945,0.02615,0.3048599999999999,9.85
16310532,morning_snack,146.2,"Bananas, Fromage frais",9.14,28.96,0.22,0.148,0.000384,0.0108,0.1342,1.68
16310533,lunch,570.5,Quinoa & Vegetable Houmous Salad,25.265,69.185,23.245,0.962,0.0117925,0.1460999999999999,0.2938,14.88
16310534,afternoon_snack,184.32,Snacks,4.8192,38.5872,1.4064,0.18768,0.0021984,0.001008,0.01296,1.632
16310535,dinner,641.71,"Beef, Potatoes, Carrots, Peas, Dessert",62.912,58.461000000000006,18.954,7.393800000000001,0.0057565,0.0324,0.34367,4.13
16311005,breakfast,254.5,"Breakfast cereal, Milk, Pears",5.63,59.33,1.14,0.485,0.00366,0.0085,0.2783,7.35
16311007,lunch,316.2,"Soup, Bread rolls",10.22,57.48,6.640000000000001,1.0739999999999998,0.003066,0.0022,0.1108,1.32
16311008,afternoon_snack,393.82,"Eggs, Spinach, Houmous",25.854,6.48,29.514000000000003,3.789,0.0061468,0.0204,0.2477,4.02
16311009,dinner,485.26,"Fish fingers, Peas, Carrots, Berry Mousse",24.746,66.08,15.504,4.0688,0.0033284,0.1734,0.20494,10.08
16312304,breakfast,204.5,"Yogurt, Cranberry fruit juice",5.125,39.61,4.0,0.0,0.0002,0.0505,0.1625,1.25
16312305,morning_snack,248.6,"Cheese, Crackers",11.920000000000002,15.38,15.9,9.304,0.000556,0.0,0.2988,1.08
16312306,lunch,785.4,"Sauce, Chicken, Rice, Carrots, Sweetcorn, Pepper",57.13,119.195,11.725,1.5875,0.0108609999999999,0.2238,0.07555,8.915
16312307,afternoon_snack,286.0,Beef Jerky,39.0,21.5,5.0,1.7,0.0,0.0,0.0,1.6
16312308,dinner,242.67,"Soup, Bread rolls",9.447,48.858,2.394,0.789,0.002367,0.0081,0.11466,6.285
16328871,breakfast,493.75,"Peppers, Eggs, Cheese, Bread",32.961,26.254,29.344,12.9825,0.0045087,0.3936,0.43212,4.33
16328872,morning_snack,64.8,Nectarines,2.16,14.4,0.18,0.0,0.00072,0.0594,0.0108,0.0
16328873,lunch,396.09,"Trout, Pasta, Squash, Kale",42.374,33.466,11.156,2.438,0.00381,0.07365,0.2041,0.0
16328874,afternoon_snack,436.88,"Milkshake, Bananas",15.722,83.418,7.0680000000000005,4.7186,0.000324,0.01466,0.50514,1.68
16328875,dinner,621.75,"Pork, BBQ Beans, Broccoli, Potatoes",38.07,54.804,27.209000000000003,10.68,0.0027795,0.07062,0.09028,13.258
16379948,breakfast,277.3,"Soy yogurt with oats, berries & cinnamon",15.63,43.634,5.397,2.3635,0.0023516,0.00772,0.42016,5.913
16379949,morning_snack,79.8,Apple,0.35,19.152,0.168,0.0,0.000168,0.0,0.0098,3.22
16379951,afternoon_snack,121.5,Banana,1.8,30.45,0.15,0.06,0.000405,0.0135,0.009,2.1
16380314,breakfast,338.4,Milk & breadsticks,14.965,56.215,7.285,5.1885,0.001251,0.0,0.3311,2.22
16380315,morning_snack,106.0,Strawberries & raspberries,2.28,22.92,1.55,0.091,0.00114,0.1288,0.0556,13.34
16380317,afternoon_snack,121.5,Banana,1.8,30.45,0.15,0.06,0.000405,0.0135,0.009,2.1
16380318,dinner,187.0,Turkey & avocado sandwich with vegetables,13.405,16.143,7.75,1.6855999999999998,0.001803,0.0294,0.1677999999999999,3.45
16390539,dinner,341.4,"Couscous, fresh vegetables & cheese",10.730000000000002,59.81,7.22,1.627,0.003032,0.3973,0.0856,8.44
16390540,afternoon_snack,141.84,Apple & Almonds,2.832,17.244,6.84,0.5316,0.000504,0.0,0.0372,2.76
16390542,morning_snack,64.8,Banana,0.96,16.24,0.08,0.032,0.000216,0.0072,0.0048,1.12
16390543,breakfast,298.302,Soy yogurt with oats & seeds,11.27387,42.80864,9.92348,1.150289,0.00198219,0.0264618,0.304365,6.431900000000001
16394525,afternoon_snack,264.13,Yogurt with strawberries & apple,11.9109,47.2312,3.7444,2.0228,0.0009716,0.090976,0.40131,6.651
16394527,morning_snack,141.3,Orange juice & seeds,2.74,26.93,2.875,0.389,0.00082,0.125,0.033,0.5
16394528,breakfast,194.04,Soy milk with bread & peanut butter,11.8205,24.8462,5.537,1.97299,0.0009584,0.0,0.30422,2.205
16410054,breakfast,532.7,"Porridge, Raisins, Milk, Cinnamon",16.240000000000002,102.76,9.265999999999998,1.5185,0.0054035999999999,0.00142,0.22286,10.173
16410055,morning_snack,36.3,Peaches,1.1,8.36,0.11,0.0,0.00044,0.0341,0.0077,0.0
16410056,lunch,388.7,"Potato, Tuna, Sweetcorn,Salad",34.349999999999994,57.785,3.865,0.8245,0.0037749999999999,0.1565,0.08195,7.975
16410058,dinner,401.6,"Venison, Peas, Potatoes, Dessert",50.42,32.19,8.65,2.34,0.0077779999999999,0.0291999999999999,0.1229,3.36
16411541,breakfast,302.5,"Milk with crackers, cottage cheese & honey",17.9135,50.43549999999999,4.8185,2.06565,0.0052085,0.0005949999999999,0.41345,3.91
16411542,morning_snack,84.18,Kiwi,1.5732,20.2308,0.7176,0.04002,0.0004278,0.127926,0.04692,4.14
16411544,afternoon_snack,181.3,Orange juice & walnuts,3.22,26.33,7.35,0.8069999999999999,0.00079,0.125,0.0369,0.5
16413232,breakfast,290.0,Milk with cereals & honey,14.895,45.065,6.3100000000000005,3.2920000000000003,0.00449,0.00275,0.48985,9.84
16413233,morning_snack,163.188,Banana & almonds,3.3228,32.0016,3.74496,0.333744,0.00067212,0.0135,0.0283679999999999,3.0
16413235,afternoon_snack,239.0,Yogurt with pears,20.5,31.58,4.14,2.49,0.0003799999999999,0.0076,0.245,5.7
16413507,breakfast,299.55,"Yogurt with granola, fruit honey & cinnamon",13.4705,48.112,7.1125,2.63205,0.0013421,0.0116,0.4142099999999999,5.327999999999999
16413508,morning_snack,103.14,Plums & almonds,1.8903,19.4988,3.1041,0.2532,0.00048765,0.000171,0.028395,2.7735
16413510,afternoon_snack,112.5,Orange juice,1.75,26.0,0.5,0.06,0.0005,0.125,0.0275,0.5
16413511,dinner,361.45,Houmous & cheese tortilla with vegetables,15.840599999999998,39.15590000000001,16.6006,6.43068,0.0051443,0.09391,0.3477899999999999,8.188
16414203,breakfast,390.35,"Yogurt with oats, gojis, honey & cinnamon",26.2,62.067,5.9985,2.8829,0.006175,0.009615,0.5209,18.865
16414204,morning_snack,48.64,Strawberries,1.0184,11.6736,0.456,0.0228,0.0006232,0.089376,0.02432,3.04
